identifier_original	identifier_novel	name_original	name_novel	custom	metanetx	gene	enzyme
R35B2A8B5	null	fatty acid transport via diffusion	fatty acid transport via diffusion	FALSE			
R35B5C04C	null	exchange reaction for Choline	exchange reaction for Choline	FALSE			
R35CB50A4	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R35DDCF9F	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R35E6A0D9	null	L-threonine via sodium symport	L-threonine via sodium symport	FALSE			
R3604BC1C	null	Glutamate transport via Na, H symport and K antiport	Glutamate transport via Na, H symport and K antiport	FALSE			
R361AEB08	null	oxalate transport via bicarbonate countertransport	oxalate transport via bicarbonate countertransport	FALSE			
R36203A51	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R363D010	null	Thiamine triphosphate transport in via anion antiport	Thiamine triphosphate transport in via anion antiport	FALSE			
R36532505	null	L-Homoserine exchange	L-Homoserine exchange	FALSE			
R365A4E47	null	urate export from cytosol	urate export from cytosol	FALSE			
R36654886	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R3667724	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R366C9FBA	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R3685648C	null	hyaluronan synthase	hyaluronan synthase	FALSE			
R36AA2529	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R36B3E3AC	null	AKG transport via sodium symport	AKG transport via sodium symport	FALSE			
R36BB8397	null	Proposed Fatty Acid Transporter (FAT) TCDB:4.C.1.1.5	Proposed Fatty Acid Transporter (FAT) TCDB:4.C.1.1.5	FALSE			
R36C0D89C	null	androsterone glucuronide exchange	androsterone glucuronide exchange	FALSE			
R36D394A2	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R36E37E4C	null	transport of L-Tyrosine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine and Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	transport of L-Tyrosine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine and Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R37046E17	null	L-alanine/L-cysteine Na-dependent exchange (Ala-L in)	L-alanine/L-cysteine Na-dependent exchange (Ala-L in)	FALSE			
R37189264	null	xenobiotic transport	xenobiotic transport	FALSE			
R37279E3E	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R3745D496	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
R37511EE5	null	DM_HC02033_c	DM_HC02033_c	FALSE			
R37557BDA	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R37AE8AA9	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R37C86CD2	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R37D9205D	null	heptadecanoate exchange	heptadecanoate exchange	FALSE			
R37DFAAB1	null	Thiosulfate exchange	Thiosulfate exchange	FALSE			
R37F2803E	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R37FF20AC	null	transport of Decanoate (n-C10:0) into the cell by diffusion	transport of Decanoate (n-C10:0) into the cell by diffusion	FALSE			
R381D6068	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R3859FFE2	null	alpha-glucosidase, extracellular	alpha-glucosidase, extracellular	FALSE			
R389BA867	null	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate phosphohydrolase (alkaline optimum) Folate biosynthesis EC:3.1.3.1	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate phosphohydrolase (alkaline optimum) Folate biosynthesis EC:3.1.3.1	FALSE			
R38A28DA	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
R38AAA671	null	blood group intracellular transport	blood group intracellular transport	FALSE			
R38B89363	null	IDP exchange	IDP exchange	FALSE			
R38C54000	null	Exchange of 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-)	Exchange of 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-)	FALSE			
R38FFEC0B	null	Triiodothyronine sulfate exchange	Triiodothyronine sulfate exchange	FALSE			
R390903E5	null	blood group intracellular transport	blood group intracellular transport	FALSE			
R3922352D	null	exchange reaction for 5-Methyltetrahydrofolate	exchange reaction for 5-Methyltetrahydrofolate	FALSE			
R396837E	null	lipase	lipase	FALSE			
R397FF033	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R398F8566	null	Alanine transport (Na, H coupled)	Alanine transport (Na, H coupled)	FALSE			
R39959821	null	fucgalgbside hs transport	fucgalgbside hs transport	FALSE			
R39B5EFEC	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R39F71DDB	null	Exit of sulfocysteine into extra-cellular space	Exit of sulfocysteine into extra-cellular space	FALSE			
R3A0F0AC9	null	heparan sulfate transport, extracellular to lysosome	heparan sulfate transport, extracellular to lysosome	FALSE			
R3A596FFD	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R3A5FF538	null	corticosterone Exchange	corticosterone Exchange	FALSE			
R3A7CD13A	null	ammonia transport via proton antiport	ammonia transport via proton antiport	FALSE			
R3AA49D97	null	Exchange reaction for glycylglycine	Exchange reaction for glycylglycine	FALSE			
R3AAC8D68	null	heptaglutamyl folate (DHF) exchange	heptaglutamyl folate (DHF) exchange	FALSE			
R3AAD40A3	null	Aquacob(III)alamin exchange	Aquacob(III)alamin exchange	FALSE			
R3ABC4543	null	bile acid intracellular transport	bile acid intracellular transport	FALSE			
R3AD6847B	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
R3AF105A8	null	transport of 3-hydroxy-octadecenoyl carnitine into extra cellular space	transport of 3-hydroxy-octadecenoyl carnitine into extra cellular space	FALSE			
R3B0A588D	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R3B359636	null	7-alpha,25-Dihydroxycholesterol exchange	7-alpha,25-Dihydroxycholesterol exchange	FALSE			
R3B559469	null	Lipoate exchange	Lipoate exchange	FALSE			
R3B567C59	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R3BB0B180	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R3BBB56DD	null	2,6 dimethylheptanoyl carnitine exchange	2,6 dimethylheptanoyl carnitine exchange	FALSE			
R3BC58D12	null	exchange reaction for ppi	exchange reaction for ppi	FALSE			
R3C291B11	null	glucose transport via sodium symport	glucose transport via sodium symport	FALSE			
R3C4E5EBA	null	xenobiotic transport	xenobiotic transport	FALSE			
R3CC812F0	null	Glutamine transport (Na, H coupled)	Glutamine transport (Na, H coupled)	FALSE			
R3CD53E4F	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R3D0338F1	null	transport of L-Methionine into the intestinal cells by ATB0 transporter	transport of L-Methionine into the intestinal cells by ATB0 transporter	FALSE			
R3D0BF792	null	Leb glycolipid exchange	Leb glycolipid exchange	FALSE			
R3D3B9503	null	Dehydroepiandrosterone sulfate exchange	Dehydroepiandrosterone sulfate exchange	FALSE			
R3D6707F	null	Platelet-activating factor acetylhydrolase	Platelet-activating factor acetylhydrolase	FALSE			
R3D72597B	null	thymd transport	thymd transport	FALSE			
R3D7E03F0	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R3DE8B787	null	glucose transport via membrane vesicle	glucose transport via membrane vesicle	FALSE			
R3E15D408	null	L-Proline exchange	L-Proline exchange	FALSE			
R3E230C42	null	transport of isovaleryl carnitine into the extra cellular space	transport of isovaleryl carnitine into the extra cellular space	FALSE			
R3E24CB92	null	N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R exchange	N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R exchange	FALSE			
R3E25B6E0	null	prostaglandin-g2 exchange	prostaglandin-g2 exchange	FALSE			
R3E2BB170	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R3E6878BC	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R3E7E2E91	null	exchange reaction for FMN	exchange reaction for FMN	FALSE			
R3E9EBBEA	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R3EB03FE8	null	diffusion of putriscine into the endothelial cells	diffusion of putriscine into the endothelial cells	FALSE			
R3EB82791	null	demand reaction for pmtcoa	demand reaction for pmtcoa	FALSE			
R3EC836F4	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R3F00B4CA	null	exchange reaction for malonyl carnitine	exchange reaction for malonyl carnitine	FALSE			
R3F170810	null	stearidonic acid exchange	stearidonic acid exchange	FALSE			
R3F5D4003	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R3F7C51D	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R3F85B7B8	null	L-serine/L-cysteine Na-dependent exchange (Cys-L in)	L-serine/L-cysteine Na-dependent exchange (Cys-L in)	FALSE			
R3F9A35AE	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R3FA35CD	null	L-Thyroxine exchange	L-Thyroxine exchange	FALSE			
R3FAD824C	null	starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]}) exchange	starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]}) exchange	FALSE			
R3FE488DF	null	D-Serine exchange	D-Serine exchange	FALSE			
R3FFE9056	null	vaccenic acid exchange	vaccenic acid exchange	FALSE			
R4006A325	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R403451DF	null	transport of Alanine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney	transport of Alanine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney	FALSE			
R407162EF	null	Triiodothyronine exchange	Triiodothyronine exchange	FALSE			
R4076D712	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R4082BCE6	null	omeprazole exchange	omeprazole exchange	FALSE			
R40895915	null	ATP exchange	ATP exchange	FALSE			
R40CF538A	null	uptake of linoleic acid by the enterocytes	uptake of linoleic acid by the enterocytes	FALSE			
R40D3DA89	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R40E7D3E7	null	exchange reaction for ribose	exchange reaction for ribose	FALSE			
R40E8E9B2	null	Organic anion transporter 5 Utilized transport	Organic anion transporter 5 Utilized transport	FALSE			
R40EDA07C	null	Ley glycolipid exchange	Ley glycolipid exchange	FALSE			
R410F832E	null	Exchange of Dihydroneopterin	Exchange of Dihydroneopterin	FALSE			
R410FD914	null	Vesicular transport	Vesicular transport	FALSE			
R4135620D	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R41D1D2CE	null	blood group intracellular transport	blood group intracellular transport	FALSE			
R41DAD0FA	null	citrate transport via sodium symport	citrate transport via sodium symport	FALSE			
R41DC77C4	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R41E36BA7	null	Transport of Glycylsarcosine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine, renal cells and brain.	Transport of Glycylsarcosine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine, renal cells and brain.	FALSE			
R41E9FD78	null	ATP diphosphohydrolase	ATP diphosphohydrolase	FALSE			
R42414A6B	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
R42504302	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
R4253C7AA	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R429B7A20	null	demand reaction for pe_hs[r]	demand reaction for pe_hs[r]	FALSE			
R42A316D9	null	xenobiotic transport	xenobiotic transport	FALSE			
R42D8E7E7	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R42E588B4	null	Triiodothyronine sulfate transport (diffusion)	Triiodothyronine sulfate transport (diffusion)	FALSE			
R42F02430	null	Organic anion transporter 5 Utilized transport	Organic anion transporter 5 Utilized transport	FALSE			
R42F4AB3F	null	Thromboxane A2 exchange	Thromboxane A2 exchange	FALSE			
R42FFEDF7	null	Lea glycolipid exchange	Lea glycolipid exchange	FALSE			
R4308FC63	null	FMNALKPle	FMNALKPle	FALSE			
R434C4FC4	null	uptake of docosanoic acid by cells by diffusion	uptake of docosanoic acid by cells by diffusion	FALSE			
R435CFA18	null	8,9 epxoy aflatoxin B1 exchange	8,9 epxoy aflatoxin B1 exchange	FALSE			
R436D6A11	null	Iodide uniport	Iodide uniport	FALSE			
R4372AE9C	null	Major Facilitator(MFS) TCDB:2.A.18.6.3	Major Facilitator(MFS) TCDB:2.A.18.6.3	FALSE			
R437ADE10	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2	FALSE			
R439CC240	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R439EE389	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R43B667A1	null	Haptoglobin Protein assembly	Haptoglobin Protein assembly	FALSE			
R442A88A4	null	benzoate transport (diffusion)	benzoate transport (diffusion)	FALSE			
R443A8C04	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R44479FC2	null	xenobiotic transport	xenobiotic transport	FALSE			
R4468E448	null	Adrenaline secretion via secretory vesicle (ATP driven)	Adrenaline secretion via secretory vesicle (ATP driven)	FALSE			
R4479F603	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R4495633D	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
R449AA119	null	Serine transport (Na, H coupled)	Serine transport (Na, H coupled)	FALSE			
R44A2A6A3	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R44A478A8	null	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1	FALSE			
R44BA1E51	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R44CB4574	null	Cyanide transport via diffusion (extracellular to cytosol)	Cyanide transport via diffusion (extracellular to cytosol)	FALSE			
R4514C830	null	Organic anion transporter 5 Utilized transport	Organic anion transporter 5 Utilized transport	FALSE			
R452629E6	null	L-alanine/L-threonine Na-dependent exchange (Thr-L in)	L-alanine/L-threonine Na-dependent exchange (Thr-L in)	FALSE			
R45437449	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R4544E2DD	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R45616195	null	Histamine uniport	Histamine uniport	FALSE			
R458B2C0D	null	exchange reaction for Chloride	exchange reaction for Chloride	FALSE			
R46306A4B	null	Gamma-glutamyl hydrolase (6THF), extracellular	Gamma-glutamyl hydrolase (6THF), extracellular	FALSE			
R4636F374	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R468A35F0	null	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1	FALSE			
R469779C3	null	L-threonine/L-glutamine Na-dependent exchange (Thr-L in)	L-threonine/L-glutamine Na-dependent exchange (Thr-L in)	FALSE			
R46C0C8F0	null	hyaluronan synthase	hyaluronan synthase	FALSE			
R470E1CB5	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R47148808	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R47177312	null	exchange reaction for proton	exchange reaction for proton	FALSE			
R4721A48D	null	uptake of vaccenic acid by cells	uptake of vaccenic acid by cells	FALSE			
R4741F3B6	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R4778AC19	null	CO transporter via diffusion	CO transporter via diffusion	FALSE			
R47AE35D3	null	alanyl aminopeptidase (cys-gly) (e)	alanyl aminopeptidase (cys-gly) (e)	FALSE			
R47BFDE9F	null	exchange reaction for Behenic acid	exchange reaction for Behenic acid	FALSE			
R47C8A626	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R47E9516B	null	bicarbonate transport (Na/HCO3 cotransport)	bicarbonate transport (Na/HCO3 cotransport)	FALSE			
R47FCC93	null	L-alanine/L-threonine Na-dependent exchange (Ala-L in)	L-alanine/L-threonine Na-dependent exchange (Ala-L in)	FALSE			
R4814FA0C	null	Uptake of arachidate by the enterocytes	Uptake of arachidate by the enterocytes	FALSE			
R4823891F	null	Transport of S-adenosyl-L-homocysteine	Transport of S-adenosyl-L-homocysteine	FALSE			
R482B271C	null	Nicotinamide adenine dinucleotide phosphate exchange	Nicotinamide adenine dinucleotide phosphate exchange	FALSE			
R485E58D6	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R48716FB6	null	MTRX Protein assembly	MTRX Protein assembly	FALSE			
R4878EC15	null	Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter TCDB:2.A.28.1.1	Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter TCDB:2.A.28.1.1	FALSE			
R489FDB77	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R48AE6737	null	Apo-CII Protein assembly	Apo-CII Protein assembly	FALSE			
R48DCF6BD	null	24,25-Dihydroxyvitamin D3 transport from cytoplasm	24,25-Dihydroxyvitamin D3 transport from cytoplasm	FALSE			
R48DF06EB	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R48E37591	null			FALSE			
R4903FF23	null	Urate exchange	Urate exchange	FALSE			
R4932DF15	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R493BD53D	null	Major Facilitator(MFS) TCDB:2.A.1.44.1	Major Facilitator(MFS) TCDB:2.A.1.44.1	FALSE			
R49B7FB2C	null	L-tyrosine transport	L-tyrosine transport	FALSE			
R49D8AC7A	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R49DAFD03	null	gt1a hs transport	gt1a hs transport	FALSE			
R49F85866	null	Apo-E Protein assembly	Apo-E Protein assembly	FALSE			
R4A1643D3	null	DM_met_L_m	DM_met_L_m	FALSE			
R4A1E301F	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R4A31211C	null	hexacosanoate (n-C26:0) exchange	hexacosanoate (n-C26:0) exchange	FALSE			
R4A63AC40	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R4A663BBB	null	sialyl (1,3) sialyl (2,6) galactosylgloboside (homo sapiens) exchange	sialyl (1,3) sialyl (2,6) galactosylgloboside (homo sapiens) exchange	FALSE			
R4A810A62	null	transport of tiglyl carnitine into the extra cellular fluid	transport of tiglyl carnitine into the extra cellular fluid	FALSE			
R4A881FA5	null	L-Tyrosine exchange	L-Tyrosine exchange	FALSE			
R4AA43F27	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R4ABFF391	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R4AD7F827	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R4B47BCA4	null	DM n5m2masn(g)	DM n5m2masn(g)	FALSE			
R4B5145FC	null	Sulfate exchange	Sulfate exchange	FALSE			
R4B595A67	null	L-lysine transport in via sodium symport	L-lysine transport in via sodium symport	FALSE			
R4B5B39FE	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R4B632C78	null	chondroitin sulfate E transport, extracellular to lysosome	chondroitin sulfate E transport, extracellular to lysosome	FALSE			
R4B6D1326	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2	FALSE			
R4B76953D	null	T3 transport via facilitated diffusion	T3 transport via facilitated diffusion	FALSE			
R4B7CFCA	null	Acetaldehyde exchange	Acetaldehyde exchange	FALSE			
R4B8BD3A0	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R4B9E153B	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R4B9FFB44	null	docosa-4,7,10,13,16-pentaenoic acid (n-6) exchange	docosa-4,7,10,13,16-pentaenoic acid (n-6) exchange	FALSE			
R4BA823A3	null	keratan sulfate I, degradation product 1 exchange	keratan sulfate I, degradation product 1 exchange	FALSE			
R4BC6B0DD	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R4BF08962	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R4C0A8B29	null	Lecithin-cholesterol acyltransferase	Lecithin-cholesterol acyltransferase	FALSE			
R4C232A20	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2	FALSE			
R4C7087C8	null	Betaine transport (sodium symport) (2:1)	Betaine transport (sodium symport) (2:1)	FALSE			
R4C83430	null	exchange reaction for Adenosine	exchange reaction for Adenosine	FALSE			
R4C8685BD	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R4CAA503C	null	6 beta hydroxy testosterone exchange	6 beta hydroxy testosterone exchange	FALSE			
R4CB1FAAB	null	Fibrinogen exchange	Fibrinogen exchange	FALSE			
R4CC36925	null	gp1c hs transport	gp1c hs transport	FALSE			
R4CC46B8F	null	transport of L-Cystine into the cell in exchange for L-Alanine by b0,+AT transporter at the apical surfaces of the membranes of small intestine and renal cells.	transport of L-Cystine into the cell in exchange for L-Alanine by b0,+AT transporter at the apical surfaces of the membranes of small intestine and renal cells.	FALSE			
R4CDD44E	null	transport of decanoyl carnitine into extra cellular space	transport of decanoyl carnitine into extra cellular space	FALSE			
R4CE12A2	null	TCDB:2.A.29.2.4 TCDB:2.A.29.16.1	TCDB:2.A.29.2.4 TCDB:2.A.29.16.1	FALSE			
R4CF29C11	null	fatty acid transport via diffusion	fatty acid transport via diffusion	FALSE			
R4D0C76F7	null	exchange reaction for Deoxyinosine	exchange reaction for Deoxyinosine	FALSE			
R4D11FC4E	null	glycocholate transport via sodium cotransport	glycocholate transport via sodium cotransport	FALSE			
R4D3B2894	null	Exchange of 5-S-methyl-5-thioadenosine	Exchange of 5-S-methyl-5-thioadenosine	FALSE			
R4D405D8B	null	Transport of 5-S-methyl-5-thioadenosine	Transport of 5-S-methyl-5-thioadenosine	FALSE			
R4D42FA94	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R4D5AEEE0	null	Noradrenaline secretion via secretory vesicle (ATP driven)	Noradrenaline secretion via secretory vesicle (ATP driven)	FALSE			
R4D68A98A	null	Testosterone exchange	Testosterone exchange	FALSE			
R4D7F41EE	null	alpha-fucosidase, extracellular	alpha-fucosidase, extracellular	FALSE			
R4D80736B	null	linoelaidic acid exchange	linoelaidic acid exchange	FALSE			
R4D8269E	null	chloride transport via formate countertransport	chloride transport via formate countertransport	FALSE			
R4DBF191F	null	trnasport of decadienoyl carnitine into the extra cellular space	trnasport of decadienoyl carnitine into the extra cellular space	FALSE			
R4DD39C35	null	DM_lanost_x	DM_lanost_x	FALSE			
R4E08DAE6	null	dATP demand	dATP demand	FALSE			
R4E117E10	null	DM dttp(n)	DM dttp(n)	FALSE			
R4E141449	null	4-methylpentanal transport	4-methylpentanal transport	FALSE			
R4E1A4C7B	null	3,4-Dihydroxy-L-phenylalanine exchange	3,4-Dihydroxy-L-phenylalanine exchange	FALSE			
