identifier_original	identifier_novel	name_original	name_novel	hmdb_novel	hmdb_error	pubchem_novel	pubchem_error	custom	note
MNXM11720	MNXM11720	Gpi prot hs	glycophosphatidylinositol (GPI)-anchored protein					FALSE	original name from Recon 2M.2
MNXM11730	MNXM11730	Gt1c hs	GT1c (homo sapiens)					FALSE	original name from Recon 2M.2
MNXM11731	MNXM11731	Gt2 hs	GT2 (homo sapiens)					FALSE	original name from Recon 2M.2
MNXM11753	MNXM11753	Hs deg1	heparan sulfate, degradation product 1					FALSE	original name from Recon 2M.2
MNXM11754	MNXM11754	Hs deg10	heparan sulfate, degradation product 10					FALSE	original name from Recon 2M.2
MNXM11755	MNXM11755	Hs deg11	heparan sulfate, degradation product 11					FALSE	original name from Recon 2M.2
MNXM11756	MNXM11756	Hs deg12	heparan sulfate, degradation product 12					FALSE	original name from Recon 2M.2
MNXM11757	MNXM11757	Hs deg13	heparan sulfate, degradation product 13					FALSE	original name from Recon 2M.2
MNXM11758	MNXM11758	Hs deg14	heparan sulfate, degradation product 14					FALSE	original name from Recon 2M.2
MNXM11759	MNXM11759	Hs deg15	heparan sulfate, degradation product 15					FALSE	original name from Recon 2M.2
MNXM11760	MNXM11760	Hs deg16	heparan sulfate, degradation product 16					FALSE	original name from Recon 2M.2
MNXM11761	MNXM11761	Hs deg17	heparan sulfate, degradation product 17					FALSE	original name from Recon 2M.2
MNXM11762	MNXM11762	Hs deg18	heparan sulfate, degradation product 18					FALSE	original name from Recon 2M.2
MNXM11763	MNXM11763	Hs deg19	heparan sulfate, degradation product 19					FALSE	original name from Recon 2M.2
MNXM11764	MNXM11764	Hs deg2	heparan sulfate, degradation product 2					FALSE	original name from Recon 2M.2
MNXM11765	MNXM11765	Hs deg20	heparan sulfate, degradation product 20					FALSE	original name from Recon 2M.2
MNXM11766	MNXM11766	Hs deg21	heparan sulfate, degradation product 21					FALSE	original name from Recon 2M.2
MNXM11767	MNXM11767	Hs deg22	heparan sulfate, degradation product 22					FALSE	original name from Recon 2M.2
MNXM11768	MNXM11768	Hs deg23	heparan sulfate, degradation product 23					FALSE	original name from Recon 2M.2
MNXM11769	MNXM11769	Hs deg24	heparan sulfate, degradation product 24					FALSE	original name from Recon 2M.2
MNXM11770	MNXM11770	Hs deg25	heparan sulfate, degradation product 25					FALSE	original name from Recon 2M.2
MNXM11771	MNXM11771	Hs deg3	heparan sulfate, degradation product 3					FALSE	original name from Recon 2M.2
MNXM11772	MNXM11772	Hs deg4	heparan sulfate, degradation product 4					FALSE	original name from Recon 2M.2
MNXM11773	MNXM11773	Hs deg5	heparan sulfate, degradation product 5					FALSE	original name from Recon 2M.2
MNXM11774	MNXM11774	Hs deg6	heparan sulfate, degradation product 6					FALSE	original name from Recon 2M.2
MNXM11775	MNXM11775	Hs deg7	heparan sulfate, degradation product 7					FALSE	original name from Recon 2M.2
MNXM11776	MNXM11776	Hs deg8	heparan sulfate, degradation product 8					FALSE	original name from Recon 2M.2
MNXM11777	MNXM11777	Hs deg9	heparan sulfate, degradation product 9					FALSE	original name from Recon 2M.2
MNXM38211	MNXM38211	HS	heparan sulfate, free chain					FALSE	original name from Recon 2M.2
MNXM11779	MNXM11779	Hs pre1	heparan sulfate, precursor 1					FALSE	original name from Recon 2M.2
MNXM11780	MNXM11780	Hs pre10	heparan sulfate, precursor 10					FALSE	original name from Recon 2M.2
MNXM11781	MNXM11781	Hs pre11	heparan sulfate, precursor 11					FALSE	original name from Recon 2M.2
MNXM11782	MNXM11782	Hs pre12	heparan sulfate, precursor 12					FALSE	original name from Recon 2M.2
MNXM11783	MNXM11783	Hs pre13	heparan sulfate, precursor 13					FALSE	original name from Recon 2M.2
MNXM11784	MNXM11784	Hs pre14	heparan sulfate, precursor 14					FALSE	original name from Recon 2M.2
MNXM11785	MNXM11785	Hs pre15	heparan sulfate, precursor 15					FALSE	original name from Recon 2M.2
MNXM11786	MNXM11786	Hs pre2	heparan sulfate, precursor 2					FALSE	original name from Recon 2M.2
MNXM11787	MNXM11787	Hs pre3	heparan sulfate, precursor 3					FALSE	original name from Recon 2M.2
MNXM11788	MNXM11788	Hs pre4	heparan sulfate, precursor 4					FALSE	original name from Recon 2M.2
MNXM11789	MNXM11789	Hs pre5	heparan sulfate, precursor 5					FALSE	original name from Recon 2M.2
MNXM11790	MNXM11790	Hs pre6	heparan sulfate, precursor 6					FALSE	original name from Recon 2M.2
MNXM11791	MNXM11791	Hs pre7	heparan sulfate, precursor 7					FALSE	original name from Recon 2M.2
MNXM11792	MNXM11792	Hs pre8	heparan sulfate, precursor 8					FALSE	original name from Recon 2M.2
MNXM11793	MNXM11793	Hs pre9	heparan sulfate, precursor 9					FALSE	original name from Recon 2M.2
MNXM11834	MNXM11834	Ha deg1	hyaluronan degradation product 1					FALSE	original name from Recon 2M.2
MNXM11843	MNXM11843	Htaxol	hydroxylated taxol					FALSE	original name from Recon 2M.2
MNXM11849	MNXM11849	Galacglcgalacglcgal14acglcgalgluside hs	I-antigen					FALSE	original name from Recon 2M.2
MNXM11945	MNXM11945	Ksi pre1	keratan sulfate I biosynthesis, precursor 1					FALSE	original name from Recon 2M.2
MNXM11946	MNXM11946	Ksi pre10	keratan sulfate I biosynthesis, precursor 10					FALSE	original name from Recon 2M.2
MNXM11947	MNXM11947	Ksi pre11	keratan sulfate I biosynthesis, precursor 11					FALSE	original name from Recon 2M.2
MNXM11948	MNXM11948	Ksi pre12	keratan sulfate I biosynthesis, precursor 12					FALSE	original name from Recon 2M.2
MNXM11949	MNXM11949	Ksi pre13	keratan sulfate I biosynthesis, precursor 13					FALSE	original name from Recon 2M.2
MNXM11950	MNXM11950	Ksi pre14	keratan sulfate I biosynthesis, precursor 14					FALSE	original name from Recon 2M.2
MNXM11951	MNXM11951	Ksi pre15	keratan sulfate I biosynthesis, precursor 15					FALSE	original name from Recon 2M.2
MNXM11952	MNXM11952	Ksi pre16	keratan sulfate I biosynthesis, precursor 16					FALSE	original name from Recon 2M.2
MNXM11953	MNXM11953	Ksi pre17	keratan sulfate I biosynthesis, precursor 17					FALSE	original name from Recon 2M.2
MNXM11954	MNXM11954	Ksi pre18	keratan sulfate I biosynthesis, precursor 18					FALSE	original name from Recon 2M.2
MNXM11955	MNXM11955	Ksi pre19	keratan sulfate I biosynthesis, precursor 19					FALSE	original name from Recon 2M.2
MNXM11956	MNXM11956	Ksi pre2	keratan sulfate I biosynthesis, precursor 2					FALSE	original name from Recon 2M.2
MNXM11957	MNXM11957	Ksi pre20	keratan sulfate I biosynthesis, precursor 20					FALSE	original name from Recon 2M.2
MNXM11958	MNXM11958	Ksi pre21	keratan sulfate I biosynthesis, precursor 21					FALSE	original name from Recon 2M.2
MNXM11959	MNXM11959	Ksi pre22	keratan sulfate I biosynthesis, precursor 22					FALSE	original name from Recon 2M.2
MNXM11960	MNXM11960	Ksi pre23	keratan sulfate I biosynthesis, precursor 23					FALSE	original name from Recon 2M.2
MNXM11961	MNXM11961	Ksi pre24	keratan sulfate I biosynthesis, precursor 24					FALSE	original name from Recon 2M.2
MNXM11962	MNXM11962	Ksi pre25	keratan sulfate I biosynthesis, precursor 25					FALSE	original name from Recon 2M.2
MNXM11963	MNXM11963	Ksi pre26	keratan sulfate I biosynthesis, precursor 26					FALSE	original name from Recon 2M.2
MNXM11964	MNXM11964	Ksi pre27	keratan sulfate I biosynthesis, precursor 27					FALSE	original name from Recon 2M.2
MNXM11965	MNXM11965	Ksi pre28	keratan sulfate I biosynthesis, precursor 28					FALSE	original name from Recon 2M.2
MNXM11966	MNXM11966	Ksi pre29	keratan sulfate I biosynthesis, precursor 29					FALSE	original name from Recon 2M.2
MNXM11967	MNXM11967	Ksi pre3	keratan sulfate I biosynthesis, precursor 3					FALSE	original name from Recon 2M.2
MNXM11968	MNXM11968	Ksi pre30	keratan sulfate I biosynthesis, precursor 30					FALSE	original name from Recon 2M.2
MNXM11969	MNXM11969	Ksi pre31	keratan sulfate I biosynthesis, precursor 31					FALSE	original name from Recon 2M.2
MNXM11970	MNXM11970	Ksi pre32	keratan sulfate I biosynthesis, precursor 32					FALSE	original name from Recon 2M.2
MNXM11971	MNXM11971	Ksi pre33	keratan sulfate I biosynthesis, precursor 33					FALSE	original name from Recon 2M.2
MNXM11972	MNXM11972	Ksi pre34	keratan sulfate I biosynthesis, precursor 34					FALSE	original name from Recon 2M.2
MNXM11973	MNXM11973	Ksi pre35	keratan sulfate I biosynthesis, precursor 35					FALSE	original name from Recon 2M.2
MNXM11974	MNXM11974	Ksi pre36	keratan sulfate I biosynthesis, precursor 36					FALSE	original name from Recon 2M.2
MNXM11975	MNXM11975	Ksi pre4	keratan sulfate I biosynthesis, precursor 4					FALSE	original name from Recon 2M.2
MNXM11976	MNXM11976	Ksi pre5	keratan sulfate I biosynthesis, precursor 5					FALSE	original name from Recon 2M.2
MNXM11977	MNXM11977	Ksi pre6	keratan sulfate I biosynthesis, precursor 6					FALSE	original name from Recon 2M.2
MNXM11978	MNXM11978	Ksi pre7	keratan sulfate I biosynthesis, precursor 7					FALSE	original name from Recon 2M.2
MNXM11979	MNXM11979	Ksi pre8	keratan sulfate I biosynthesis, precursor 8					FALSE	original name from Recon 2M.2
MNXM11980	MNXM11980	Ksi pre9	keratan sulfate I biosynthesis, precursor 9					FALSE	original name from Recon 2M.2
MNXM11981	MNXM11981	Ksi deg10	keratan sulfate I, degradation product 10					FALSE	original name from Recon 2M.2
MNXM11982	MNXM11982	Ksi deg13	keratan sulfate I, degradation product 13					FALSE	original name from Recon 2M.2
MNXM11983	MNXM11983	Ksi deg16	keratan sulfate I, degradation product 16					FALSE	original name from Recon 2M.2
MNXM11984	MNXM11984	Ksi deg19	keratan sulfate I, degradation product 19					FALSE	original name from Recon 2M.2
MNXM11985	MNXM11985	Ksi deg2	keratan sulfate I, degradation product 2					FALSE	original name from Recon 2M.2
MNXM11986	MNXM11986	Ksi deg22	keratan sulfate I, degradation product 22					FALSE	original name from Recon 2M.2
MNXM11987	MNXM11987	Ksi deg25	keratan sulfate I, degradation product 25					FALSE	original name from Recon 2M.2
MNXM11988	MNXM11988	Ksi deg28	keratan sulfate I, degradation product 28					FALSE	original name from Recon 2M.2
MNXM11989	MNXM11989	Ksi deg3	keratan sulfate I, degradation product 3					FALSE	original name from Recon 2M.2
MNXM11990	MNXM11990	Ksi deg31	keratan sulfate I, degradation product 31					FALSE	original name from Recon 2M.2
MNXM11991	MNXM11991	Ksi deg34	keratan sulfate I, degradation product 34					FALSE	original name from Recon 2M.2
MNXM11992	MNXM11992	Ksi deg37	keratan sulfate I, degradation product 37					FALSE	original name from Recon 2M.2
MNXM11993	MNXM11993	Ksi deg39	keratan sulfate I, degradation product 39					FALSE	original name from Recon 2M.2
MNXM11994	MNXM11994	Ksi deg4	keratan sulfate I, degradation product 4					FALSE	original name from Recon 2M.2
MNXM11995	MNXM11995	Ksi deg40	keratan sulfate I, degradation product 40					FALSE	original name from Recon 2M.2
MNXM11996	MNXM11996	Ksi deg41	keratan sulfate I, degradation product 41					FALSE	original name from Recon 2M.2
MNXM11997	MNXM11997	Ksi deg5	keratan sulfate I, degradation product 5					FALSE	original name from Recon 2M.2
MNXM11998	MNXM11998	Ksi deg7	keratan sulfate I, degradation product 7					FALSE	original name from Recon 2M.2
MNXM11999	MNXM11999	Ksii core2 deg1	keratan sulfate II (core 2-linked), degradation product 1					FALSE	original name from Recon 2M.2
MNXM12000	MNXM12000	Ksii core2 deg2	keratan sulfate II (core 2-linked), degradation product 2					FALSE	original name from Recon 2M.2
MNXM12001	MNXM12001	Ksii core2 deg4	keratan sulfate II (core 2-linked), degradation product 4					FALSE	original name from Recon 2M.2
MNXM12002	MNXM12002	Ksii core2 deg7	keratan sulfate II (core 2-linked), degradation product 7					FALSE	original name from Recon 2M.2
MNXM12003	MNXM12003	Ksii core2 deg9	keratan sulfate II (core 2-linked), degradation product 9					FALSE	original name from Recon 2M.2
MNXM12004	MNXM12004	Ksii core4 deg1	keratan sulfate II (core 4-linked), degradation product 1					FALSE	original name from Recon 2M.2
MNXM12005	MNXM12005	Ksii core4 deg2	keratan sulfate II (core 4-linked), degradation product 2					FALSE	original name from Recon 2M.2
MNXM12006	MNXM12006	Ksii core4 deg4	keratan sulfate II (core 4-linked), degradation product 4					FALSE	original name from Recon 2M.2
MNXM12007	MNXM12007	Ksii core2 pre1	keratan sulfate II biosynthesis, precursor 1					FALSE	original name from Recon 2M.2
MNXM12009	MNXM12009	Ksii core2 pre10	keratan sulfate II biosynthesis, precursor 10					FALSE	original name from Recon 2M.2
MNXM12011	MNXM12011	Ksii core2 pre2	keratan sulfate II biosynthesis, precursor 2					FALSE	original name from Recon 2M.2
MNXM12012	MNXM12012	Ksii core2 pre3	keratan sulfate II biosynthesis, precursor 3					FALSE	original name from Recon 2M.2
MNXM12014	MNXM12014	Ksii core2 pre4	keratan sulfate II biosynthesis, precursor 4					FALSE	original name from Recon 2M.2
MNXM12016	MNXM12016	Ksii core2 pre5	keratan sulfate II biosynthesis, precursor 5					FALSE	original name from Recon 2M.2
MNXM12019	MNXM12019	Ksii core2 pre6	keratan sulfate II biosynthesis, precursor 6					FALSE	original name from Recon 2M.2
MNXM12021	MNXM12021	Ksii core2 pre7	keratan sulfate II biosynthesis, precursor 7					FALSE	original name from Recon 2M.2
MNXM12023	MNXM12023	Ksii core2 pre8	keratan sulfate II biosynthesis, precursor 8					FALSE	original name from Recon 2M.2
MNXM12025	MNXM12025	Ksii core2 pre9	keratan sulfate II biosynthesis, precursor 9					FALSE	original name from Recon 2M.2
MNXM12026	MNXM12026	Ksii core4 pre2	keratan sulfate II boisynthesis, precursor 2					FALSE	original name from Recon 2M.2
MNXM59	MNXM59	a 1,2-diacyl-sn-glycerol	diacylglycerol					FALSE	original name from Recon 2M.2
MNXM12324	MNXM12324	Chito2pdol U	N,N'-Diacetylchitobiosyldiphosphodolichol					FALSE	original name from Recon 2M.2
MNXM12353	MNXM12353	Naglc2p U	N-Acetyl-D-glucosaminyldiphosphodolichol					FALSE	original name from Recon 2M.2
MNXM12419	MNXM12419	Fn2m2masn	N4-{N-Acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,3)-[N-acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,6)]-beta-D-mannosyl-(1,4)-N-acetyl-beta-D-glucosaminyl-(1,4)-[alpha-L-fucosyl-(1,6)]-N-acetyl-beta-D-glucosaminyl}asparagine					FALSE	original name from Recon 2M.2
MNXM12471	MNXM12471	Acglcgal14acglcgalgluside hs	nLc5Cer					FALSE	original name from Recon 2M.2
MNXM12472	MNXM12472	Acglc13galacglcgal14acglcgalgluside hs	nLc7Cer					FALSE	original name from Recon 2M.2
MNXM12526	MNXM12526	Whddca	omega hydroxy dodecanoate (n-C12:0)					FALSE	original name from Recon 2M.2
MNXM12527	MNXM12527	Whttdca	omega hydroxy tetradecanoate (n-C14:0)					FALSE	original name from Recon 2M.2
MNXM12647	MNXM12647	Pgp hs	phosphatidyl glycerol phosphate					FALSE	original name from Recon 2M.2
MNXM12672	MNXM12672	Dxtrn	phosphorylase-limit dextrin (glycogenin-1,6{4[1,4-Glc], 4[1,4-Glc]})					FALSE	original name from Recon 2M.2
MNXM127273	MNXM127273	Leu-Gly zwitterion	Leu-Gly					FALSE	original name from Recon 2M.2
MNXM12747	MNXM12747	Ggn	primed glycogenin (glycogenin-8[1,4-Glc])					FALSE	original name from Recon 2M.2
MNXM1280	MNXM1280	L-gamma-glutamyl phosphate(2-)	L-glutamyl 5-phosphate					FALSE	original name from Recon 2M.2
MNXM12840	MNXM12840	R6coa hs	R group 6 Coenzyme A					FALSE	original name from Recon 2M.2
MNXM1288	MNXM1288	N-formyl-L-kynurenine zwitterion	N-formyl-L-kynurenine					FALSE	original name from Recon 2M.2
MNXM12937	MNXM12937	ST antigen	sialyl-T antigen					FALSE	original name from Recon 2M.2
MNXM12938	MNXM12938	Sialyl-Tn antigen	sialyl-Tn antigen					FALSE	original name from Recon 2M.2
MNXM12953	MNXM12953	Strch2	starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})					FALSE	original name from Recon 2M.2
MNXM12955	MNXM12955	Strdnc	stearidonic acid C18:4, n-3					FALSE	original name from Recon 2M.2
MNXM12967	MNXM12967	Nrpphrsf	Sulfate derivative of norepinephrine					FALSE	original name from Recon 2M.2
MNXM12985	MNXM12985	Tststerones	testosterone sulfate					FALSE	original name from Recon 2M.2
MNXM12996	MNXM12996	Tethex3	tetracosahexaenoic acid, n-3					FALSE	original name from Recon 2M.2
MNXM12997	MNXM12997	Tetpent3	tetracosapentaenoic acid, n-3					FALSE	original name from Recon 2M.2
MNXM12998	MNXM12998	Tetpent6	tetracosapentaenoic acid, n-6					FALSE	original name from Recon 2M.2
MNXM12999	MNXM12999	Tettet6	tetracosatetraenoic acid n-6					FALSE	original name from Recon 2M.2
MNXM13045	MNXM13045	Tmndnc	timnodonic acid C20:5, n-3					FALSE	original name from Recon 2M.2
MNXM1319	MNXM1319	beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(11')-N-acylsphing-4-enine	beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(11)-ceramide					FALSE	original name from Recon 2M.2
MNXM13247	MNXM13247	Fuc132galacglcgal14acglcgalgluside hs	V3Fuc-nLc6Cer					FALSE	original name from Recon 2M.2
MNXM1324	MNXM1324	D-tagatofuranose 1,6-bisphosphate	D-tagatose 1,6-bisphosphate					FALSE	original name from Recon 2M.2
MNXM1334	MNXM1334	O-phosphonato-L-homoserine(2-)	O-phospho-L-homoserine					FALSE	original name from Recon 2M.2
MNXM13407	MNXM13407	N5m2masn	((N-acetyl-D-glucosaminyl)5-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)					FALSE	original name from Recon 2M.2
MNXM13501	MNXM13501	Glc2man	(2)[glucose-1,3]-mannose oligosaccharide					FALSE	original name from Recon 2M.2
MNXM162526	MNXM162526	bis(beta-glucosyluronate)bilirubin	bilirubin-bisglucuronoside					FALSE	original name from Recon 2M.2
MNXM13802	MNXM13802	Mem2emgacpail prot hs	({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol-Protein (M4B)					FALSE	original name from Recon 2M.2
MNXM13807	MNXM13807	1glyc hs	1 acyl phosphoglycerol					FALSE	original name from Recon 2M.2
MNXM1383	MNXM1383	mono(glucosyluronic acid)bilirubin(2-)	bilirubin-glucuronoside					FALSE	original name from Recon 2M.2
MNXM1384	MNXM1384	N-acetyl-L-gamma-glutamyl phosphate(3-)	N-acetyl-L-glutamyl 5-phosphate					FALSE	original name from Recon 2M.2
MNXM13888	MNXM13888	Dak2gpe hs	1-alkenyl 2-acylglycerol 3-phosphoethanolamine plasmalogen (homo sapiens)					FALSE	original name from Recon 2M.2
MNXM1389	MNXM1389	(2E)-hexadecenal	(2E)-hexadec-2-enal					FALSE	original name from Recon 2M.2
MNXM13989	MNXM13989	12HPET	12-Hydroperoxyeicosa-5,8,10,14-tetraenoate					FALSE	original name from Recon 2M.2
MNXM14550	MNXM14550	Dd3coa	3-dodecenoyl CoA					FALSE	original name from Recon 2M.2
MNXM145923	MNXM145923	Asn X Ser FSLASH Thr	protein-linked asparagine residue (N-glycosylation site)					FALSE	original name from Recon 2M.2
MNXM146222	MNXM146222	Ser Gly FSLASH Ala X Gly	protein-linked serine residue (glycosaminoglycan attachment site)					FALSE	original name from Recon 2M.2
MNXM146564	MNXM146564	11 cis retfa	fatty acid 11-cis-retinol					FALSE	original name from Recon 2M.2
MNXM146565	MNXM146565	9 cis retfa	fatty acid 9-cis-retinol					FALSE	original name from Recon 2M.2
MNXM146651	MNXM146651	Tyr ggn	Tyr-194 of apo-glycogenin protein (primer for glycogen synthesis)					FALSE	original name from Recon 2M.2
MNXM146866	MNXM146866	13 cis oretn	13-cis-oxo-retinoic acid					FALSE	original name from Recon 2M.2
MNXM146867	MNXM146867	13 cis retnglc	13-cis-retinoyl glucuronide					FALSE	original name from Recon 2M.2
MNXM147044	MNXM147044	ApoC Lys	Apocarboxylase (Lys residue)					FALSE	original name from Recon 2M.2
MNXM147064	MNXM147064	Cs c,d,e pre1	chondroitin sulfate C (GalNAc6S-GlcA) and D (GlcNAc6S-GlcA2S), precursor 1					FALSE	original name from Recon 2M.2
MNXM147123	MNXM147123	ApoC Lys btn	Holocarboxylase (biotin covalent bound to Lys residue of apoC)					FALSE	original name from Recon 2M.2
MNXM147142	MNXM147142	M LPAREN em RPAREN 3gacpail hs	mannosyl-3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol (M4A)					FALSE	original name from Recon 2M.2
MNXM147296	MNXM147296	Ser FSLASH Thr	protein-linked serine or threonine residue (O-glycosylation site)					FALSE	original name from Recon 2M.2
MNXM147340	MNXM147340	Glyc S	(S)-Glycerate					FALSE	original name from Recon 2M.2
MNXM147449	MNXM147449	Cs a,b pre3	chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 3					FALSE	original name from Recon 2M.2
MNXM147450	MNXM147450	Cs a,b,e pre1	chondroitin sulfate A (GalNAc4S-GlcA), B (IdoA2S-GalNAc4S), and E (GalNAc4,6diS-GlcA), precursor 1					FALSE	original name from Recon 2M.2
MNXM147451	MNXM147451	Cs,hs linkage	chondroitin sulfate/heparan sulfate linkage region (GlcA-(Gal)2-Xyl-L-Ser (protein))					FALSE	original name from Recon 2M.2
MNXM147467	MNXM147467	Dlnlcg	dihomo-gamma-linolenic acid (n-6)					FALSE	original name from Recon 2M.2
MNXM147791	MNXM147791	3mldz	3-Methylimidazole acetaldehyde					FALSE	original name from Recon 2M.2
MNXM1479	MNXM1479	Hexacosanoyl CoA n C260CoA	Hexacosanoyl CoA  n C260CoA					FALSE	original name from Recon 2M.2
MNXM148157	MNXM148157	Cs a,b pre2	chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 2					FALSE	original name from Recon 2M.2
MNXM148158	MNXM148158	Retinol cis 13	cis-13-retinol					FALSE	original name from Recon 2M.2
MNXM148339	MNXM148339	M LPAREN em RPAREN 3gacpail prot hs	mannosyl-3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol-Protein (M4A)					FALSE	original name from Recon 2M.2
MNXM999	MNXM999	N-acetyl-D-glucosaminylphosphatidylinositol	N-Acetyl-D-glucosaminylphosphatidylinositol					FALSE	original name from Recon 2M.2
MNXM150922	MNXM150922	3-hydroxyoctadecanoylcarnitine	3-hydroxyoctadecanoyl carnitine					FALSE	original name from Recon 2M.2
MNXM150929	MNXM150929	3-hydroxytetradecanoylcarnitine	3-hydroxy-tetradecanoyl carnitine					FALSE	original name from Recon 2M.2
MNXM1543	MNXM1543	beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(11')-N-acylsphing-4-enine	beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(11)-ceramide					FALSE	original name from Recon 2M.2
MNXM156642	MNXM156642	hydroxyisovaleroyl carnitine	3-hydroxy-isovaleryl carnitine					FALSE	original name from Recon 2M.2
MNXM1572	MNXM1572	methylmalonate(2-)	methylmalonate					FALSE	original name from Recon 2M.2
MNXM158939	MNXM158939	O-succinylcarnitine	succinyl carnitine					FALSE	original name from Recon 2M.2
MNXM158941	MNXM158941	O-tetradecadienoylcarnitine	tetradecadienoyl carnitine					FALSE	original name from Recon 2M.2
MNXM162246	MNXM162246	Glutathionyl-leuc4	glutathionyl-leuc4					FALSE	original name from Recon 2M.2
MNXM163591	MNXM163591	Trans,cis-2,9-octadecadienoyl-CoA	trans,cis-octadeca-2,9-dienoyl-CoA					FALSE	original name from Recon 2M.2
MNXM16535	MNXM16535	Clpn hs	cardiolipin (homo sapiens)					FALSE	original name from Recon 2M.2
MNXM1665	MNXM1665	Dolp U	Dolichol phosphate, human uterine homolog					FALSE	original name from Recon 2M.2
MNXM16840	MNXM16840	Core5	Core 5					FALSE	original name from Recon 2M.2
MNXM16841	MNXM16841	Core7	Core 7					FALSE	original name from Recon 2M.2
MNXM16842	MNXM16842	Core8	Core 8					FALSE	original name from Recon 2M.2
MNXM168741	MNXM168741	Octenoyl-CoA	5-octenoylcoa					FALSE	original name from Recon 2M.2
MNXM1714	MNXM1714	5-amino-2-oxopentanoic acid zwitterion	5-amino-2-oxopentanoate					FALSE	original name from Recon 2M.2
MNXM17161	MNXM17161	Dem2emgacpail prot hs	deacylated-(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol					FALSE	original name from Recon 2M.2
MNXM17162	MNXM17162	Dgpi prot hs	deacylated-glycophosphatidylinositol (GPI)-anchored protein					FALSE	original name from Recon 2M.2
MNXM1727	MNXM1727	Fuc1P	beta-L-fucose 1-phosphate					FALSE	original name from Recon 2M.2
MNXM18091	MNXM18091	Gncore1	GlcNAc-alpha-1,4-Core 1					FALSE	original name from Recon 2M.2
MNXM18092	MNXM18092	Gncore2	GlcNAc-alpha-1,4-Core 2					FALSE	original name from Recon 2M.2
MNXM18136	MNXM18136	Glc3man	glucose-1,2-(2)[glucose-1,3]-mannose oligosaccharide					FALSE	original name from Recon 2M.2
MNXM1833	MNXM1833	Hexacosanoate n C260	hexacosanoate  n C260					FALSE	original name from Recon 2M.2
MNXM1848	MNXM1848	Octadecenoyl-CoA (n-C18:1CoA)	Octadecenoyl-CoA					FALSE	original name from Recon 2M.2
MNXM18595	MNXM18595	AlkylR1oh	hydroxy alkyl chain					FALSE	original name from Recon 2M.2
MNXM18597	MNXM18597	Hnifedipine	hydroxy nifedipine					FALSE	original name from Recon 2M.2
MNXM19074	MNXM19074	LneldcACP	linoelaidic acid ACP (all trans)					FALSE	original name from Recon 2M.2
MNXM19075	MNXM19075	LnlcACP	linoleic acid ACP (all cis)					FALSE	original name from Recon 2M.2
MNXM2026	MNXM2026	Palmitoyl-ACP (n-C16:0ACP)	Palmitoyl-ACP					FALSE	original name from Recon 2M.2
MNXM2028	MNXM2028	Pchol hs	Phosphatidylcholine (homo sapiens)					FALSE	original name from Recon 2M.2
MNXM20351	MNXM20351	Pepslys	peptide sans lysine					FALSE	original name from Recon 2M.2
MNXM2053	MNXM2053	(S)-3-aminoisobutyric acid zwitterion	(S)-3-amino-2-methylpropanoate					FALSE	original name from Recon 2M.2
MNXM210	MNXM210	enol-phenylpyruvate	3-phenylpyruvate					FALSE	original name from Recon 2M.2
MNXM21553	MNXM21553	Retinoyl-CoA	retinoyl CoA					FALSE	original name from Recon 2M.2
MNXM21840	MNXM21840	Strch1	starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})					FALSE	original name from Recon 2M.2
MNXM21968	MNXM21968	Ts3	Tachysterol 3					FALSE	original name from Recon 2M.2
MNXM2214	MNXM2214	apo-ACP	apo-[acyl-carrier protein]					FALSE	original name from Recon 2M.2
MNXM2215	MNXM2215	aquacob(III)alamin	hydroxocobalamin					FALSE	original name from Recon 2M.2
